filter,sparse_input,beta_scaling,beta,dim,mse
DiagSF,false,true,0.035355339059327376,64,0.8076852409636945
FullSF,false,true,0.07071067811865475,16,0.26471212592622084
BlockSF,false,true,0.05,32,0.5075900908414376
BlockSF,false,false,0.1,64,0.3716504566806294
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.27255884092420557
DiagSF,false,true,0.025,128,0.8893070278644413
FullSF,false,true,0.05,32,0.42286063388922
BlockSF,false,true,0.035355339059327376,64,0.7347393921999579
BlockSF,false,false,0.1,128,0.4319029541554523
DiagSF,false,true,0.017677669529663688,256,0.9662215234917447
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.35216955975062747
BlockSF,false,true,0.025,128,0.8135304387428345
FullSF,false,true,0.035355339059327376,64,0.5919816262754086
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.1204583767524046e17
FullSF,false,false,0.1,128,0.42256499981556833
BlockSF,false,true,0.017677669529663688,256,0.8741267397790685
FullSF,false,true,0.025,128,0.749174279118506
BlockSF,false,false,0.1,512,NaN
DiagSF,false,true,0.008838834764831844,1024,8.481403922058138e37
BlockSF,false,true,0.0125,512,0.9309611660536004
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,3.796616850491499e86
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8745450702353978
DiagSF,false,false,0.1,8,0.3446811510915363
DiagSF,false,false,0.1,16,0.332455777182573
DiagSF,false,true,0.1,8,0.27718973529759827
DiagSF,false,false,0.1,32,0.4560168717701626
DiagSF,false,true,0.07071067811865475,16,0.5252471682503123
BlockSF,false,false,0.1,8,0.16849997957033044
BlockSF,false,true,0.1,8,0.22454338279759592
DiagSF,false,false,0.1,64,0.5902140826119602
DiagSF,false,true,0.05,32,0.6537333594133888
BlockSF,false,false,0.1,16,0.18344449916070266
FullSF,false,false,0.1,8,0.21579649341542106
FullSF,false,true,0.1,8,0.22053918034385175
BlockSF,false,true,0.07071067811865475,16,0.33389628185962045
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.25594849856117713
FullSF,false,false,0.1,16,0.2393003376324359
DiagSF,false,true,0.035355339059327376,64,0.774225822158013
FullSF,false,true,0.07071067811865475,16,0.3958519196729892
BlockSF,false,true,0.05,32,0.4965779742009423
DiagSF,false,false,0.1,256,1.2281363231743342e45
BlockSF,false,false,0.1,64,0.37116910906389
FullSF,false,false,0.1,32,0.21730097755733083
DiagSF,false,true,0.025,128,0.9003037397363749
FullSF,false,true,0.05,32,0.4221487836406053
BlockSF,false,true,0.035355339059327376,64,0.723125397690906
BlockSF,false,false,0.1,128,0.4382947519957308
DiagSF,false,true,0.017677669529663688,256,0.9336987742606255
DiagSF,false,false,0.1,512,1.6984171403349284e60
FullSF,false,false,0.1,64,0.3511451380146163
BlockSF,false,true,0.025,128,0.780348432322725
FullSF,false,true,0.035355339059327376,64,0.641786325222469
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,Inf
FullSF,false,false,0.1,128,0.29904697659169865
BlockSF,false,true,0.017677669529663688,256,0.8582146062672341
DiagSF,false,true,0.008838834764831844,1024,4.278117605722091e33
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7630397724803452
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8819911038276931
DiagSF,false,false,0.1,8,0.28987829106062063
DiagSF,false,false,0.1,16,0.4517610721653836
DiagSF,false,true,0.1,8,0.2778450711791213
DiagSF,false,false,0.1,32,0.4270920340528822
DiagSF,false,true,0.07071067811865475,16,0.4227766009027494
BlockSF,false,false,0.1,8,0.16723460447747784
BlockSF,false,true,0.1,8,0.25268668047917925
DiagSF,false,false,0.1,64,0.4983225429017097
DiagSF,false,true,0.05,32,0.582527585460769
BlockSF,false,false,0.1,16,0.19986639202602666
FullSF,false,false,0.1,8,0.2723337280530726
FullSF,false,true,0.1,8,0.16650457846955263
BlockSF,false,true,0.07071067811865475,16,0.3266684285619362
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.3505231653282557
FullSF,false,false,0.1,16,0.21473945352002888
DiagSF,false,true,0.035355339059327376,64,0.7792422006178309
FullSF,false,true,0.07071067811865475,16,0.3659191439285966
BlockSF,false,true,0.05,32,0.5140766328646221
DiagSF,false,false,0.1,256,3.450421733886071e107
BlockSF,false,false,0.1,64,0.2659128466126508
FullSF,false,false,0.1,32,0.23241089727254968
DiagSF,false,true,0.025,128,0.8975124796802901
FullSF,false,true,0.05,32,0.42803601336948455
BlockSF,false,true,0.035355339059327376,64,0.6503558633836906
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,1.3971071268960624e30
BlockSF,false,false,0.1,128,0.48612787124726053
FullSF,false,false,0.1,64,0.31903425747933467
BlockSF,false,true,0.025,128,0.8113581540050068
FullSF,false,true,0.035355339059327376,64,0.6375333013226071
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,6.684570343323911e21
FullSF,false,false,0.1,128,0.26516861991528273
BlockSF,false,true,0.017677669529663688,256,0.9118281590788987
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7925758340877805
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8305455498049045
DiagSF,false,false,0.1,8,0.25764159214367294
DiagSF,false,false,0.1,16,0.32975667016768645
DiagSF,false,true,0.1,8,0.24874764638260438
DiagSF,false,false,0.1,32,0.4098278795826713
DiagSF,false,true,0.07071067811865475,16,0.4636519536912387
BlockSF,false,false,0.1,8,0.1833046050762053
BlockSF,false,true,0.1,8,0.1913251848256311
DiagSF,false,false,0.1,64,0.5389427265092382
DiagSF,false,true,0.05,32,0.625998110343392
BlockSF,false,false,0.1,16,0.26232020916738896
FullSF,false,false,0.1,8,0.25511140823052225
FullSF,false,true,0.1,8,0.197572961050078
BlockSF,false,true,0.07071067811865475,16,0.28762867114513446
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.27504656986523757
DiagSF,false,true,0.035355339059327376,64,0.804379591445595
FullSF,false,false,0.1,16,0.3066641639284713
FullSF,false,true,0.07071067811865475,16,0.29058672183868867
BlockSF,false,true,0.05,32,0.5279668430881002
BlockSF,false,false,0.1,64,0.3579810676671236
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.14046335677256727
DiagSF,false,true,0.025,128,0.8777175306203775
FullSF,false,true,0.05,32,0.4428394253422327
BlockSF,false,true,0.035355339059327376,64,0.6567554496067042
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,6.10931410733534e122
BlockSF,false,false,0.1,128,0.44894423067052563
FullSF,false,false,0.1,64,0.3656544911837873
BlockSF,false,true,0.025,128,0.8022791732496622
FullSF,false,true,0.035355339059327376,64,0.6273298117552037
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,1.339629259466994e111
BlockSF,false,false,0.1,256,Inf
FullSF,false,false,0.1,128,0.18951092804701933
BlockSF,false,true,0.017677669529663688,256,0.9028149288791342
BlockSF,false,false,0.1,512,1.1269822210246123e118
DiagSF,false,true,0.008838834764831844,1024,6.0439219088726295e44
FullSF,false,true,0.025,128,0.8249067038789537
BlockSF,false,true,0.0125,512,1.3560152447862694e100
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8654729138408265
DiagSF,false,false,0.1,8,0.2732938439188493
DiagSF,false,false,0.1,16,0.43056077838855733
DiagSF,false,true,0.1,8,0.23314738348718744
DiagSF,false,false,0.1,32,0.40036940233963886
DiagSF,false,true,0.07071067811865475,16,0.44216924131346325
BlockSF,false,false,0.1,8,0.1343810612729353
DiagSF,false,false,0.1,64,0.5455537229853534
BlockSF,false,true,0.1,8,0.1707787168626764
BlockSF,false,false,0.1,16,0.17403201678335972
DiagSF,false,true,0.05,32,0.61950276277795
FullSF,false,false,0.1,8,0.17598120611570656
FullSF,false,true,0.1,8,0.20364210005539488
BlockSF,false,true,0.07071067811865475,16,0.32647735856258203
DiagSF,false,false,0.1,128,3.464594756260448e231
FullSF,false,false,0.1,16,0.21031571715473166
BlockSF,false,false,0.1,32,0.20666626459881482
DiagSF,false,true,0.035355339059327376,64,0.804020520847411
FullSF,false,true,0.07071067811865475,16,0.2841164268392355
BlockSF,false,true,0.05,32,0.4906985103915718
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3775888763247964
FullSF,false,false,0.1,32,0.22393069143784128
DiagSF,false,true,0.025,128,0.8963721431208023
FullSF,false,true,0.05,32,0.4453471115734662
BlockSF,false,true,0.035355339059327376,64,0.6820027404222758
DiagSF,false,true,0.017677669529663688,256,0.9330477084782164
BlockSF,false,false,0.1,128,0.3909175506438354
DiagSF,false,false,0.1,512,1.7388589629266621e87
FullSF,false,false,0.1,64,0.33054104393511613
FullSF,false,true,0.035355339059327376,64,0.6262785218510798
BlockSF,false,true,0.025,128,0.8144881605022111
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,1.0361404216851528e67
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8756312422934164
DiagSF,false,true,0.008838834764831844,1024,5.747799866841555e54
FullSF,false,true,0.025,128,0.7400342481029102
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,0.9374884389708156
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,8.400668335767658e132
FullSF,false,true,0.017677669529663688,256,0.8514285345325877
BlockSF,false,true,0.008838834764831844,1024,NaN
DiagSF,false,false,0.1,8,0.26896637877139695
DiagSF,false,false,0.1,16,0.3223257171824812
DiagSF,false,true,0.1,8,0.3139530209975598
DiagSF,false,false,0.1,32,0.4443529199096274
DiagSF,false,true,0.07071067811865475,16,0.42295366697754794
BlockSF,false,false,0.1,8,0.24554425921789394
BlockSF,false,true,0.1,8,0.19319840931868426
DiagSF,false,false,0.1,64,0.6276305182216505
DiagSF,false,true,0.05,32,0.6373151700760161
BlockSF,false,false,0.1,16,0.30140169732986155
FullSF,false,false,0.1,8,0.2390689609012244
FullSF,false,true,0.1,8,0.2188930346243007
BlockSF,false,true,0.07071067811865475,16,0.2902022062860174
DiagSF,false,false,0.1,128,Inf
BlockSF,false,false,0.1,32,0.2550257607964015
FullSF,false,false,0.1,16,0.25972005967119227
DiagSF,false,true,0.035355339059327376,64,0.787652429548949
FullSF,false,true,0.07071067811865475,16,0.30825715901031825
BlockSF,false,true,0.05,32,0.5034366295958629
DiagSF,false,false,0.1,256,NaN
FullSF,false,false,0.1,32,0.2781747436324073
BlockSF,false,false,0.1,64,0.2942297543405356
DiagSF,false,true,0.025,128,0.9139408885709438
FullSF,false,true,0.05,32,0.4430671481906164
BlockSF,false,true,0.035355339059327376,64,0.6725502726196513
BlockSF,false,false,0.1,128,0.4434010790769891
DiagSF,false,true,0.017677669529663688,256,0.9713726033814107
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.24040390552197968
BlockSF,false,true,0.025,128,0.806500662903499
FullSF,false,true,0.035355339059327376,64,0.5817768066323065
DiagSF,false,false,0.1,1024,1.3711679181023703e145
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.617956001644454e23
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8562446762696887
DiagSF,false,true,0.008838834764831844,1024,4.649504911550212e25
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7328835797444051
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8329862718210379
DiagSF,false,false,0.1,8,0.2950234140061519
DiagSF,false,false,0.1,16,0.3348760053444014
DiagSF,false,true,0.1,8,0.289904042504216
DiagSF,false,false,0.1,32,0.3216519227583692
DiagSF,false,true,0.07071067811865475,16,0.455189350267561
BlockSF,false,false,0.1,8,0.19505373491927255
BlockSF,false,true,0.1,8,0.17544319620839968
DiagSF,false,false,0.1,64,0.5385538085049746
DiagSF,false,true,0.05,32,0.5934192827056647
BlockSF,false,false,0.1,16,0.22667365033296646
FullSF,false,false,0.1,8,0.18722517866280203
FullSF,false,true,0.1,8,0.23712240795375672
BlockSF,false,true,0.07071067811865475,16,0.3260546436545978
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.29642622139685604
FullSF,false,false,0.1,16,0.2754657285832352
DiagSF,false,true,0.035355339059327376,64,0.8132987578380203
FullSF,false,true,0.07071067811865475,16,0.35897305080885633
BlockSF,false,true,0.05,32,0.5059061497189971
BlockSF,false,false,0.1,64,0.19770798128053965
DiagSF,false,false,0.1,256,3.692273202043053e62
FullSF,false,false,0.1,32,0.20545413054394054
DiagSF,false,true,0.025,128,0.8324397797883392
FullSF,false,true,0.05,32,0.4704689551188823
BlockSF,false,true,0.035355339059327376,64,0.6309578062866049
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,8.091159970114865e67
DiagSF,false,true,0.017677669529663688,256,0.9395102258616689
FullSF,false,false,0.1,64,0.29116920022855947
BlockSF,false,true,0.025,128,0.7934449057204294
FullSF,false,true,0.035355339059327376,64,0.6784490145493056
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.412930353912345e60
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8715636882114672
DiagSF,false,true,0.008838834764831844,1024,7.401464615466697e73
FullSF,false,true,0.025,128,0.7227903869930753
BlockSF,false,false,0.1,512,1.4718881472946033e54
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8610290191576164
DiagSF,false,false,0.1,8,0.31601808768942885
DiagSF,false,false,0.1,16,0.362365695952743
DiagSF,false,true,0.1,8,0.3127575499978389
DiagSF,false,false,0.1,32,0.39357487959934057
DiagSF,false,true,0.07071067811865475,16,0.43645550403158934
BlockSF,false,false,0.1,8,0.1982740650236942
BlockSF,false,true,0.1,8,0.2470399750494209
DiagSF,false,false,0.1,64,0.5007036263127924
DiagSF,false,true,0.05,32,0.6190547284594298
BlockSF,false,false,0.1,16,0.28427513391218706
FullSF,false,false,0.1,8,0.16563435934412565
FullSF,false,true,0.1,8,0.1877812082487459
BlockSF,false,true,0.07071067811865475,16,0.37060513927673866
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2614988403684026
FullSF,false,false,0.1,16,0.2105763859141388
DiagSF,false,true,0.035355339059327376,64,0.836821104732696
FullSF,false,true,0.07071067811865475,16,0.301362058548919
BlockSF,false,true,0.05,32,0.554772927503535
DiagSF,false,false,0.1,256,4.320858493419751e35
BlockSF,false,false,0.1,64,0.2813909674420364
FullSF,false,false,0.1,32,0.26185481369377744
DiagSF,false,true,0.025,128,0.8859388677689435
FullSF,false,true,0.05,32,0.5151943749023408
BlockSF,false,true,0.035355339059327376,64,0.6996564677341462
DiagSF,false,true,0.017677669529663688,256,6.127719132982153e77
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,2.0479552299099018e49
FullSF,false,false,0.1,64,0.3024072253153901
BlockSF,false,true,0.025,128,0.7755163688865854
FullSF,false,true,0.035355339059327376,64,0.667668339390868
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,9.595506499003476e53
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8755305982495908
BlockSF,false,false,0.1,512,NaN
FullSF,false,true,0.025,128,0.7336227305877517
DiagSF,false,true,0.008838834764831844,1024,1.5617663098168933e66
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8954371487757149
DiagSF,false,false,0.1,8,0.29453800698969845
DiagSF,false,false,0.1,16,0.3913873120280444
DiagSF,false,true,0.1,8,0.28781290873705995
DiagSF,false,false,0.1,32,0.3988049722610075
DiagSF,false,true,0.07071067811865475,16,0.4332509924950365
BlockSF,false,false,0.1,8,0.20166332826127503
BlockSF,false,true,0.1,8,0.1688426814271068
DiagSF,false,false,0.1,64,0.5121294260993451
BlockSF,false,false,0.1,16,0.28580476283126977
DiagSF,false,true,0.05,32,0.5818708059993479
FullSF,false,false,0.1,8,0.1955339606280175
FullSF,false,true,0.1,8,0.20173825833367928
BlockSF,false,true,0.07071067811865475,16,0.4967601244623846
DiagSF,false,false,0.1,128,4.153428145674859e91
BlockSF,false,false,0.1,32,0.2839367913765725
DiagSF,false,true,0.035355339059327376,64,0.7311958776893362
FullSF,false,false,0.1,16,0.19970849678414757
FullSF,false,true,0.07071067811865475,16,0.3437837209247686
BlockSF,false,true,0.05,32,0.5414094251830076
BlockSF,false,false,0.1,64,0.3280875613034409
DiagSF,false,false,0.1,256,Inf
FullSF,false,false,0.1,32,0.3328734691150373
DiagSF,false,true,0.025,128,0.8700719185360558
FullSF,false,true,0.05,32,0.44430299848570404
BlockSF,false,true,0.035355339059327376,64,0.7195119236689157
BlockSF,false,false,0.1,128,0.39975859760560134
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,0.9313350525341662
FullSF,false,false,0.1,64,0.24929954100834803
BlockSF,false,true,0.025,128,0.7746147738633585
FullSF,false,true,0.035355339059327376,64,0.6561024466452698
DiagSF,false,false,0.1,1024,5.662492153455796e96
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.0079975489586222e75
FullSF,false,false,0.1,128,0.2736963924057414
BlockSF,false,true,0.017677669529663688,256,0.8974287077511105
DiagSF,false,true,0.008838834764831844,1024,Inf
FullSF,false,true,0.025,128,0.7447953019359761
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,2.2511686407563486e114
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8475798071081883
DiagSF,false,false,0.1,8,0.29657508170032487
DiagSF,false,false,0.1,16,0.3356781891483337
DiagSF,false,true,0.1,8,0.21604739004754003
DiagSF,false,false,0.1,32,0.45354394570900725
DiagSF,false,true,0.07071067811865475,16,0.46267428287200096
BlockSF,false,false,0.1,8,0.20300557414118106
BlockSF,false,true,0.1,8,0.22169326749097898
DiagSF,false,false,0.1,64,0.4747488958691591
DiagSF,false,true,0.05,32,0.6741595060825935
BlockSF,false,false,0.1,16,0.3243458484698367
FullSF,false,false,0.1,8,0.1981966789230856
FullSF,false,true,0.1,8,0.1908650500819381
BlockSF,false,true,0.07071067811865475,16,0.3277403582409926
DiagSF,false,false,0.1,128,2.542499649930546e28
BlockSF,false,false,0.1,32,0.22369498287053968
FullSF,false,false,0.1,16,0.20923537766709513
DiagSF,false,true,0.035355339059327376,64,0.7707183498610264
FullSF,false,true,0.07071067811865475,16,0.28628411874042287
BlockSF,false,true,0.05,32,0.5230060077405548
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.28817171121042706
FullSF,false,false,0.1,32,0.20600869652848205
DiagSF,false,true,0.025,128,0.8918364241440006
FullSF,false,true,0.05,32,0.4720794208739746
BlockSF,false,true,0.035355339059327376,64,0.7064925324793455
DiagSF,false,false,0.1,512,NaN
DiagSF,false,true,0.017677669529663688,256,0.9463236371675504
BlockSF,false,false,0.1,128,0.4552121012139288
FullSF,false,false,0.1,64,0.21533656903927398
BlockSF,false,true,0.025,128,0.7857242190744245
FullSF,false,true,0.035355339059327376,64,0.6642331198449908
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,5.239153468886126e57
FullSF,false,false,0.1,128,0.4319238503665732
BlockSF,false,true,0.017677669529663688,256,0.912569194587995
BlockSF,false,false,0.1,512,2.039931719636164e48
FullSF,false,true,0.025,128,0.7827024902049724
DiagSF,false,true,0.008838834764831844,1024,2.0387670632165333e134
BlockSF,false,true,0.0125,512,7.266158069768656e36
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8692802089581041
DiagSF,false,false,0.1,8,0.3097329493662196
DiagSF,false,false,0.1,16,0.3562865479799079
DiagSF,false,true,0.1,8,0.2829629854464034
DiagSF,false,false,0.1,32,0.41338084962210464
DiagSF,false,true,0.07071067811865475,16,0.4786647245143777
BlockSF,false,false,0.1,8,0.1569296372312665
BlockSF,false,true,0.1,8,0.14449545841302863
DiagSF,false,false,0.1,64,0.5036494202020197
BlockSF,false,false,0.1,16,0.2024259772967389
DiagSF,false,true,0.05,32,0.600175539788819
FullSF,false,false,0.1,8,0.18216295412649205
FullSF,false,true,0.1,8,0.1922396874485466
BlockSF,false,true,0.07071067811865475,16,0.33854862413573683
DiagSF,false,false,0.1,128,NaN
BlockSF,false,false,0.1,32,0.2603133530109003
FullSF,false,false,0.1,16,0.22558085413863907
DiagSF,false,true,0.035355339059327376,64,0.7650195437497166
FullSF,false,true,0.07071067811865475,16,0.3737367885734636
BlockSF,false,true,0.05,32,0.5594668231456841
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3065278082340978
FullSF,false,false,0.1,32,0.27659668483697186
DiagSF,false,true,0.025,128,0.8594241118799423
FullSF,false,true,0.05,32,0.4496128143090081
BlockSF,false,true,0.035355339059327376,64,0.6762653122470496
DiagSF,false,true,0.017677669529663688,256,2.3951491085545574e43
BlockSF,false,false,0.1,128,NaN
DiagSF,false,false,0.1,512,6.635995040509374e41
FullSF,false,false,0.1,64,0.2680848532169233
BlockSF,false,true,0.025,128,0.8364615928537997
FullSF,false,true,0.035355339059327376,64,0.594478100816202
DiagSF,false,false,0.1,1024,NaN
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,2.4762326138576585e44
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.8561564344968116
DiagSF,false,true,0.008838834764831844,1024,3.0763383761152876e65
FullSF,false,true,0.025,128,0.7735810547296875
BlockSF,false,false,0.1,512,1.2543582577134129e45
BlockSF,false,true,0.0125,512,84948.92833915816
FullSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,1024,NaN
BlockSF,false,true,0.008838834764831844,1024,NaN
FullSF,false,true,0.017677669529663688,256,0.8404777586745907
DiagSF,false,false,0.1,8,0.24560204616080064
DiagSF,false,false,0.1,16,0.31962344711781887
DiagSF,false,true,0.1,8,0.33187167609398593
DiagSF,false,false,0.1,32,0.4231976168129117
DiagSF,false,true,0.07071067811865475,16,0.5022543194649131
BlockSF,false,false,0.1,8,0.22627925605092292
BlockSF,false,true,0.1,8,0.17284959469579927
DiagSF,false,false,0.1,64,0.5871523561581933
DiagSF,false,true,0.05,32,0.6513508001452023
BlockSF,false,false,0.1,16,0.2383571002777827
FullSF,false,false,0.1,8,0.20631148286943735
FullSF,false,true,0.1,8,0.1945803724784618
BlockSF,false,true,0.07071067811865475,16,0.3443940013980904
DiagSF,false,false,0.1,128,NaN
DiagSF,false,true,0.035355339059327376,64,0.7912240308282363
BlockSF,false,false,0.1,32,0.21372943500678365
FullSF,false,false,0.1,16,0.2065155620059863
FullSF,false,true,0.07071067811865475,16,0.3164225457224649
BlockSF,false,true,0.05,32,0.4884508443804331
DiagSF,false,false,0.1,256,NaN
BlockSF,false,false,0.1,64,0.3773379569046738
FullSF,false,false,0.1,32,0.3133047236234736
DiagSF,false,true,0.025,128,0.9138305161923148
FullSF,false,true,0.05,32,0.49370156986161634
BlockSF,false,true,0.035355339059327376,64,0.6650336266500935
DiagSF,false,true,0.017677669529663688,256,1.0543660851860721e23
BlockSF,false,false,0.1,128,0.3528204808935241
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.2665181530891015
BlockSF,false,true,0.025,128,0.7914983264337762
FullSF,false,true,0.035355339059327376,64,0.7227099284246967
BlockSF,false,false,0.1,256,NaN
DiagSF,false,false,0.1,1024,NaN
DiagSF,false,true,0.0125,512,2.9410224891152094e24
FullSF,false,false,0.1,128,NaN
BlockSF,false,true,0.017677669529663688,256,0.9149580689208395
FullSF,false,true,0.025,128,0.7234808810995936
DiagSF,false,true,0.008838834764831844,1024,4.2858884378538984e83
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,0.9440830404613376
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8364573862124318
DiagSF,false,false,0.1,8,0.292864829542256
DiagSF,false,false,0.1,16,0.2889102401022271
DiagSF,false,true,0.1,8,0.2926764222686421
DiagSF,false,false,0.1,32,0.3680938487965458
DiagSF,false,true,0.07071067811865475,16,0.45576321992920554
BlockSF,false,false,0.1,8,0.21348730238123645
BlockSF,false,true,0.1,8,0.16953540133003794
DiagSF,false,false,0.1,64,0.4978798328350013
DiagSF,false,true,0.05,32,0.6016039038630602
BlockSF,false,false,0.1,16,0.2521544869800778
FullSF,false,false,0.1,8,0.24422963407395656
FullSF,false,true,0.1,8,0.18411751917386776
BlockSF,false,true,0.07071067811865475,16,0.30920241246660296
DiagSF,false,false,0.1,128,6.857667340784119e124
BlockSF,false,false,0.1,32,0.23374748542764562
FullSF,false,false,0.1,16,0.228505454635279
DiagSF,false,true,0.035355339059327376,64,0.8134813208197029
FullSF,false,true,0.07071067811865475,16,0.30952580922227096
BlockSF,false,true,0.05,32,0.5007998599455866
DiagSF,false,false,0.1,256,2.2857150753023074e188
BlockSF,false,false,0.1,64,0.4764869752771485
FullSF,false,false,0.1,32,0.17714380143492167
DiagSF,false,true,0.025,128,0.8888534943424072
FullSF,false,true,0.05,32,0.48758144660245983
BlockSF,false,true,0.035355339059327376,64,0.6601511231177716
DiagSF,false,true,0.017677669529663688,256,1.1932413628522633e72
BlockSF,false,false,0.1,128,0.4401590804383993
DiagSF,false,false,0.1,512,NaN
FullSF,false,false,0.1,64,0.22349818588854276
BlockSF,false,true,0.025,128,0.808170483317289
FullSF,false,true,0.035355339059327376,64,0.6445149381057922
BlockSF,false,false,0.1,256,NaN
DiagSF,false,true,0.0125,512,1.7570402168120467e33
FullSF,false,false,0.1,128,0.2582767887808809
BlockSF,false,true,0.017677669529663688,256,0.8670529146879393
FullSF,false,true,0.025,128,0.7716069773681123
BlockSF,false,false,0.1,512,NaN
BlockSF,false,true,0.0125,512,NaN
FullSF,false,false,0.1,256,NaN
FullSF,false,true,0.017677669529663688,256,0.8584531812231606
DiagSF,false,false,0.1,8,0.3426279770223702
DiagSF,false,false,0.1,16,0.3664234183422018
DiagSF,false,true,0.1,8,0.2949738428068056
DiagSF,false,false,0.1,32,0.3942538647719822
DiagSF,false,true,0.07071067811865475,16,0.46848440652132406
BlockSF,false,false,0.1,8,0.2130270617918398
BlockSF,false,true,0.1,8,0.2526187453498119
DiagSF,false,false,0.1,64,0.5896409046541347
DiagSF,false,true,0.05,32,0.6103889371661239
BlockSF,false,false,0.1,16,0.23810186242923082
FullSF,false,false,0.1,8,0.231574161138402
FullSF,false,true,0.1,8,0.20736221004202612
BlockSF,false,true,0.07071067811865475,16,0.2887074275214587
